Plant;Material ID;Groeﬂenklasse;ABCXYZ;Calc_ABCXYZ
2316;FB0569040025B;06;N/A;CCZ
0305;HW0039260260125;04;N/A;CCZ
0835;HWFT50012006008;08;CZ;BBZ
0305;HW860308008010G;04;N/A;CCZ
0480;KRA27301270X421;;N/A;CCZ
3100;HC0039180080050;00;CZ;CCZ
0162;RB402115000RSH;;N/A;CCZ
0305;KRN016001523C1E;;N/A;CCZ
2760;SB60600180PE;;CZ;CCZ
2316;PRN1050070EC;;N/A;CCZ
0860;SS2350100M4B;00;AX;AAY
0460;KRN133008813CRE;;N/A;CCZ
0550;KRA03340635P91;;N/A;CCZ
0713;FB0503020012B;99;N/A;CCZ
0162;HB443503600S;;N/A;CCZ
0305;BEMIB015453F;;N/A;CCZ
2316;HC0149100080080;13;CZ;CCZ
0701;CAWPPH0632G5;;N/A;CCZ
0713;UNEPVCU0751G;;N/A;CCZ
0830;SP6060TSHH18263;;N/A;CCZ
2316;HC0039180100040;14;N/A;CCZ
0490;SR2500100B;15;N/A;CCZ
0490;SS355013015B;90;N/A;CCZ
0377;HC0149050040020;10;N/A;CCZ
0860;SS2350040M4B;39;AY;BBY
0162;HL440411800630;;N/A;CCZ
0490;RB055317000;;CZ;CCZ
0305;FWNCS003370401;;N/A;CCZ
0305;HC0149140080060;12;N/A;CCZ
0445;KRN026907113CRE;;N/A;CCZ
2641;HW057612012056G;99;AZ;CAZ
2316;SRG025432390063;12;N/A;CCZ
0162;HL430109000560;;N/A;CCZ
0376;HW0576140140100;15;N/A;CCZ
0305;SVF3G4004025BH1;;N/A;CCZ
0163;ST606010008003;;CZ;CCZ
3100;WFB05770100HEBM;23;BY;CCZ
0860;KRA40642619GRB6;;N/A;CCZ
2376;HW057620012010G;00;AZ;BAZ
2316;DW1270028052003;;N/A;CCZ
0490;SS70M008012BPK;39;CZ;CCZ
0305;HC0547260180100;10;N/A;CCZ
0490;SS35C0040CBPK;50;BZ;CAZ
0305;ELMIB008903F;;N/A;CCZ
0411;MF710M120F300C;;CZ;CCZ
2376;KRN323910005;;N/A;CCZ
0641;HW0576050050050;99;N/A;CCZ
0620;UNEPVCU0321G;;N/A;CCZ
0490;SCUT10060CBPKLD;89;N/A;CCZ
0490;SDD11004015BPK;29;BZ;CCZ
0400;FB0122200020B;00;CZ;CCZ
3100;HC0039120080050;06;AY;BAY
0631;BSG3120B18C;;CZ;CCZ
0713;RB071501000B;;N/A;CCZ
0377;HC0149160080100;11;N/A;CCZ
0853;SS70M0100CB;11;AZ;CBZ
0853;SS2350200CBPK;60;AY;AAY
0305;HW0039160160080;10;N/A;CCZ
0305;MPC23706FPM;;N/A;CCZ
0376;BEW305004240266;;N/A;CCZ
0582;XDLS413600;;N/A;CCZ
0613;SDD110050ABPK;90;BZ;CCZ
0620;ELPPH032901G;;CZ;CCZ
0376;HW0576080080063;06;N/A;CCZ
2760;EN14130127004A;;BZ;AAZ
2316;GST0483030;00;N/A;CCZ
2641;HW057612006012G;09;AZ;BAZ
0305;KRA08890762P5;;N/A;CCZ
0305;KRN048303623C2E;;N/A;CCZ
0490;HC014904002520P;15;N/A;CCZ
0490;HC0149100050050;08;CZ;CCZ
0305;HC0547060060040;15;N/A;CCZ
0830;X0830950675514;;CZ;CCZ
2376;HW057645025010G;10;CZ;CCZ
0625;KRN127017516MOE;;N/A;CCZ
0377;GST0700050;12;N/A;CCZ
2316;EN12700050041;;N/A;CCZ
0376;HC0149200200063;07;N/A;CCZ
0305;HW057616008050G;15;N/A;CCZ
0441;FZBPB250767600B;60;N/A;CCZ
2316;KST056020MV05;;CZ;CCZ
0305;KRN273020013CRX;;N/A;CCZ
0162;TEW457107630;;N/A;CCZ
0613;HW0576200200125;07;CZ;CAZ
2641;HW057618010071G;04;CZ;BCZ
3100;SS355025030Q;80;BZ;CCZ
0830;SS46M006020B;95;N/A;CCZ
0376;HW0039140140050;00;N/A;CCZ
0490;SS2350100M4BPK;40;BZ;CCZ
0490;SS50M0080BBPK;96;AX;CAX
0410;KRN193708016MOE;;N/A;CCZ
0305;HW057612008010G;07;N/A;CCZ
0613;SS70M0100CB;60;AX;AAY
2316;GST0603056;00;N/A;CCZ
0441;FZBPB251438000;55;CZ;CCZ
0853;GR00350500SLBT2;;CZ;CBZ
0305;HC0038060060020;14;N/A;CCZ
0376;HC0149200200120;12;N/A;CCZ
0305;KRN031803623C21;;N/A;CCZ
3100;SX4000080Q;95;BZ;AAZ
0490;SS35C008015BPK;30;CZ;CCZ
0305;GST508008003;06;N/A;CCZ
0490;GST088904505;08;N/A;CCZ
0490;S450H004015Q;39;BZ;AAZ
0860;ST4301030003008;;BY;ABZ
0490;SR2500030B;49;N/A;CCZ
0490;SS35M0150B;60;CZ;CCZ
0613;SS2350040M4BPK;90;CZ;CCZ
2641;HW057630030016G;99;AZ;CAZ
2316;DW1590014235502;;N/A;CCZ
3100;SS2350040CBPK;39;AX;AAX
0305;KRA10161113063;;AZ;CCZ
0641;HW0576080080056;08;N/A;CCZ
0377;HW0576180100100;00;N/A;CCZ
0305;HC0547100050056;15;N/A;CCZ
0490;GST088906302;99;CZ;CCZ
0305;SRG057604240050;08;N/A;CCZ
0305;ST0300300120SGV;;N/A;CCZ
0410;KRA21911270P11;;N/A;CCZ
0490;HC0149160090100;10;N/A;CCZ
0305;GST0761032WB;00;N/A;CCZ
0713;BEW254007610296;;N/A;CCZ
0376;HC0149200100050;99;N/A;CCZ
0713;K1ACCFT;;N/A;CCZ
2316;DW6100050035501;;N/A;CCZ
2316;HC0039160160040;07;N/A;CCZ
0305;HC0149040025020;08;N/A;CCZ
3100;HW057622022012G;15;BZ;BAZ
0672;FBLS2350250006;;N/A;CCZ
0400;HC0149160160080;13;N/A;CCZ
0490;COS50M00501250;11;AZ;CCZ
0582;X380250180B0890;;CY;CCZ
0305;SR025404240026;;N/A;CCZ
0305;HC0039080050020;10;N/A;CCZ
0490;COS35500401000P;12;N/A;CCZ
0376;REWCS21913908C;;N/A;CCZ
0713;RB20072400C;;CZ;CCZ
0520;KRA32382540P91;;N/A;CCZ
0305;HC00390800604BL;04;N/A;CCZ
0163;S575400300A22;;N/A;CCZ
2316;GST4064100;06;DZ;CCZ
0316;SME304L032P;;N/A;CCZ
0520;RB071809500B;;CZ;CCZ
0305;HC0547070070080;14;N/A;CCZ
0853;FB0122120060B;03;CZ;CCZ
0377;HC0149160090040;05;N/A;CCZ
0441;FZBPB254138300;60;DZ;CCZ
0842;KRN457016016MOE;;N/A;CCZ
0490;SQ38T008010B;12;N/A;CCZ
2316;HC0038015015015;09;N/A;CCZ
0400;ST0550340200BR;;N/A;CCZ
2316;DW40640800520CH;;N/A;CCZ
0400;PLUPVCU0104G;;N/A;CCZ
0305;HW0039220220142;08;N/A;CCZ
0713;RP1252BR;06;N/A;CCZ
0853;KRN139725016MOE;;N/A;CCZ
0631;SS3550080M4B;24;BZ;CCZ
0490;HC0039050050015;08;N/A;CCZ
0828;ACCGF161482896;;N/A;CCZ
0490;COS35M00801500;14;BZ;CCZ
0713;RB071501800B;;N/A;CCZ
0620;KRN121004013CRE;;N/A;CCZ
0410;KRN048305616MOE;;N/A;CCZ
0305;KRN298530013CRE;;N/A;CCZ
0305;HC0149250150050;07;N/A;CCZ
0162;REW304L0200154S;;N/A;CCZ
0305;HW0576100050050;00;N/A;CCZ
0162;RB440114000;;N/A;CCZ
3100;WFB00380300004;10;AY;BBZ
0490;SS35M0025ABPK;93;BX;BBY
0305;BEW254021910635;;N/A;CCZ
0490;HC0039100040030;14;CY;CBY
0828;DPFPVCU065G04;;N/A;CCZ
0377;HW0576120060063;05;N/A;CCZ
0376;HW0576220220125;99;N/A;CCZ
0305;ERI400059;;N/A;CCZ
0631;SDD110050CBPK;80;AY;AAY
0853;GR00350500SLGT1;;BZ;AAZ
0305;HC0038180080060;99;N/A;CCZ
0305;RESATH042357;;N/A;CCZ
0631;SS3550050AB;10;BY;ABY
0490;SDD110030M4BPK;19;AY;AAY
3100;SS3550030CBPK;30;BZ;CCZ
0305;HC05470600404BL;59;N/A;CCZ
0400;RB050104000BGV;;N/A;CCZ
2316;EN0269002604105;;N/A;CCZ
0376;KRN048303613CRD;;N/A;CCZ
2376;HW057618018088G;15;DZ;CCZ
0162;S401600080B04;;N/A;CCZ
0490;SD240006015BPK;40;CZ;CCZ
0631;SS70M0060BB;93;N/A;CCZ
0490;RB410401800BHT;;N/A;BAZ
0305;GST0337023SRE;99;N/A;CCZ
0620;KRN159045013CRE;;N/A;CCZ
0713;S500500300M168;;N/A;CCZ
0305;GR00350320WQ01;;N/A;CCZ
0830;FB0122110010B;00;CZ;CCZ
0490;HC0149150150050;10;CZ;CCZ
0581;KRN323980013CRE;;N/A;CCZ
0842;KRN114308013CRE;;N/A;CCZ
0490;FB057014001502;;CZ;CCZ
0305;HW057612006012G;00;N/A;CCZ
0305;HW057630030063G;06;N/A;CCZ
0490;SCUT10150CBPK;89;CZ;CCZ
2316;KRA47105418;;N/A;CCZ
0416;S024A00100A03;;CZ;CCZ
0582;XL22953240100DR;;AY;CCZ
0377;HW0039200120142;14;N/A;CCZ
0853;SS35M0100BB;40;AZ;BBZ
0480;KRN042406313CRE;;N/A;CCZ
0377;KRN057006316MOD;;CZ;CCZ
0377;HC0149100060080;12;N/A;CCZ
0853;SS2350050BB;90;AY;AAY
2316;SRG025413300063;08;N/A;CCZ
0631;KRN114308013CRE;;N/A;CCZ
2316;DW2030025052003;;N/A;CCZ
3100;SS3550600Q;00;AZ;AAZ
2760;ST4301160008003;;AY;AAY
3100;FB1191040022B;03;CZ;CCZ
0162;BEW316L0150101;;N/A;CCZ
0490;SS235025010Q;14;CZ;CCZ
0490;AE430105005001;;CZ;CCZ
0713;ADPVCU02001553G;;CZ;CCZ
0613;SS235030020Q;60;AX;AAY
0860;KRN168328010CRE;;N/A;CCZ
0377;MPC23510;;N/A;CCZ
0305;KRN273007126C1;;N/A;CCZ
0377;HC0149090090060;07;N/A;CCZ
0490;HC0149200100060;08;CZ;CCZ
0305;ST0800600500BKS;06;N/A;CCZ
0830;ADABS03203233G;;N/A;CCZ
0582;KRN660030013CRE;;N/A;CCZ
0377;HC0547150100060;12;N/A;CCZ
0520;SD355002010BPK;29;CZ;CCZ
0490;SS235015012B;60;CZ;CCZ
0518;RB004A1000R230;;CZ;CCZ
2316;HC0149100080030;10;N/A;CCZ
0853;KRA32380953X42;;N/A;CCZ
0701;RB658726000001;;N/A;CCZ
0490;SS355008015BPK;89;CZ;CCZ
0631;STBL015015B;91;AZ;AAZ
0410;COS35M00401500P;10;BZ;CCZ
0835;SS35M0040CB;90;AY;BBZ
0305;HC0149060030020;99;N/A;CCZ
0842;HC0547200120050;05;N/A;CCZ
0490;SS2350040Z02;24;CZ;CCZ
0518;RT024A022010STG;;N/A;CCZ
0490;SS355010012B;49;N/A;CCZ
0830;ACCSS08657;;BZ;BCZ
0305;SH1400800803551;08;N/A;CCZ
0441;FZBPM805858000;00;CZ;CCZ
0490;SS235010020B;96;CZ;CCZ
2316;HC0038030030025;08;N/A;CCZ
0376;HW0039250150160;08;N/A;CCZ
0377;HC0547080080063;11;N/A;CCZ
0701;CAPVCU0251G;;CZ;CCZ
0377;HW0576260260142;07;N/A;CCZ
2316;FB4301250020;;N/A;CCZ
0305;GST1397063WB;00;N/A;CCZ
2316;HC0547140040030;05;N/A;CCZ
0305;HW057626018012G;59;N/A;CCZ
0520;KRN406417510CRE;;N/A;CCZ
0305;HW057630015010G;06;N/A;CCZ
0445;REPVCU0200125G;;N/A;CCZ
2316;SRG025406030050;00;N/A;CCZ
0305;HC0039050040040;12;N/A;CCZ
2316;DW1937016052004;;N/A;CCZ
2760;S430100150A02;;AY;AAY
2641;KRN017201813CRE;;N/A;CCZ
0305;HW0576260140125;08;N/A;CCZ
0376;HC0149200040040;00;N/A;CCZ
0490;SS2350020CBPK;25;CZ;CCZ
0490;SS235010020BPK;10;CZ;CCZ
0305;QC1527301683R;;N/A;CCZ
0490;SDD110025BBPKBM;11;CZ;BCZ
0490;SS46M0120CB;97;N/A;CCZ
0162;FB617N05020D;;CZ;CCZ
0490;SS235003012B;25;CZ;CCZ
0163;HB20070550D;;N/A;CCZ
0305;SRG10160029BLPR;06;N/A;CCZ
0490;RB412205000BGPO;;N/A;CCZ
0305;HC0149025025025;07;N/A;CCZ
0377;HC0547125125060;06;N/A;CCZ
0490;GST060304505;12;N/A;CCZ
2316;HC0547060030040;59;N/A;CCZ
3100;SS3550040CBPK;14;BZ;CCZ
2316;GST108002901;00;N/A;CCZ
0163;S004A00200A03;;AZ;AAZ
0305;HW0039040040032;99;N/A;CCZ
0490;SDD11003020BPK;14;CZ;CCZ
0490;SS250200AGVH;;DZ;CCZ
0410;RB430105000BIM;;AY;AAY
0490;SS35M0060CBPKQ;15;CZ;CCZ
0376;HW0576160090056;07;N/A;CCZ
0490;HC0149140040060;12;CZ;CCZ
0377;HC0149250100063;08;N/A;CCZ
0520;HC0547080040025;10;DZ;CCZ
3100;SS355035025Q;94;BY;CCZ
0550;UNPVCU0161G;;N/A;CCZ
3100;SS3550080Q;92;AY;BBZ
0520;S430100200B01;;AX;AAX
0828;KRN159008016MOE;;N/A;CCZ
0163;RB6262A0120D;;N/A;CCZ
0830;FB0122065010B;00;CZ;CCZ
0377;HW0576300200120;05;N/A;CCZ
2316;RB276718200FSH;;N/A;CCZ
3100;SS2350030ABPK;25;AY;BCZ
0828;ORIFPM140G2;;N/A;CCZ
0162;RBPVC100BK01;15;N/A;CCZ
0305;HW057618018063G;13;N/A;CCZ
2316;HC0039180060030;99;N/A;CCZ
0613;SS69Q030020Q;96;AY;AAY
0828;BEPPFL031590;;N/A;CCZ
2376;KRN368017516MOE;;N/A;CCZ
0376;GST43927239;06;N/A;CCZ
0410;KRN048304013CRE;;N/A;CCZ
0305;KAS1397030;00;N/A;CCZ
0581;KRN057014213CRE;;N/A;CCZ
0701;FVEPPHL02251;;N/A;CCZ
0305;HW863112012010G;09;N/A;CCZ
0641;HC0149120100050;06;N/A;CCZ
0400;HC0149140080050;06;CZ;CCZ
0305;HW057612006088G;06;N/A;CCZ
0620;REWCS10807603C;;N/A;CCZ
2376;HW057612012056G;11;AZ;AAZ
0552;SS35M0040CBPK;93;AX;AAY
0713;HC0149150050030;99;N/A;CCZ
0441;FZBPB251453344;35;CZ;CCZ
0550;KRN127005616MOE;;N/A;CCZ
2316;HC0038060030020;15;N/A;CCZ
0305;HC0149140060050;09;N/A;CCZ
0701;TEPPFL018090;;N/A;CCZ
0830;X0830450044814;;CZ;CCZ
0410;COS35501002000;39;CZ;CCZ
0410;RBPOM080BK;20;CZ;CCZ
0377;HW0576300200071;14;N/A;CCZ
0830;S400H004025Q;89;CZ;CCZ
0305;ST0600400300BK;;N/A;CCZ
0305;HW0576140070050;04;N/A;CCZ
0305;HW0576300100125;11;N/A;CCZ
0376;MPC20702;;N/A;CCZ
0305;HC0149200200060;14;N/A;CCZ
0490;SS2350250CBPK;95;N/A;CCZ
0641;HW0576110110125;06;N/A;CCZ
0860;SS2350050BB;94;AY;BAY
0582;XHDM0007125;;CZ;CCZ
0582;XSC0060100735;;CZ;CCZ
0305;HW0576100060040;07;N/A;CCZ
0631;SS2350120ABPK;97;AZ;ABZ
0470;KRN298507113CRE;;N/A;CCZ
2316;HC0547350250080;10;N/A;CCZ
0412;SS235007010B;90;N/A;CCZ
0701;WFB05700120001;03;CZ;CCZ
2316;GST0889032P;06;N/A;CCZ
0377;HW0576050030050;07;N/A;CCZ
0713;FB0122035005B;04;N/A;CCZ
2376;KRN031805010CRE;;N/A;CCZ
0305;HW057635025063G;14;N/A;CCZ
0377;HC0149180060050;11;N/A;CCZ
0460;TEPVCU280901G;;N/A;CCZ
0377;MPF81709FPM;;N/A;CCZ
2760;RB446202200B;;BZ;ABZ
0376;HC0149110110050;11;N/A;CCZ
2316;DW50800500520CH;;N/A;CCZ
0305;DW08890125520CH;;N/A;CCZ
2641;HW057622012063G;10;BZ;BBZ
0631;SS35M0080M4BPK;95;BZ;BBZ
0305;QC08T1590040R;;N/A;CCZ
2316;HC0149200040050;15;N/A;CCZ
0490;SS235004010B;60;CZ;CCZ
0550;S105000150A03;;AZ;BBZ
0305;DW1016010052002;;N/A;CCZ
0631;SS2350100CB;14;AX;AAY
0701;RB722512000001;;N/A;CCZ
0490;SS42M003015BPK;19;CZ;CCZ
0376;MPF81010FPM;;N/A;CCZ
0631;SS35M0150CB;20;AY;AAY
0550;KRN355690013CRE;;N/A;CCZ
0162;S430100125A01;;N/A;CCZ
0162;FBL454100500106;;N/A;CCZ
0305;HC0039140080040;04;N/A;CCZ
3100;SP2650200Q;15;CY;CCZ
0376;SRG13970036BLPR;08;N/A;CCZ
3100;WFB05770140HEBM;06;AX;ABY
0490;SS35M0150BQ;19;N/A;CCZ
3110;RB057034000EU;;BZ;BBZ
0490;SS355012010B;12;CZ;CCZ
0377;GST114303601;06;N/A;CCZ
0305;HC0547040040050;04;N/A;CCZ
0377;DW07000040355;;N/A;CCZ
3100;HW057610005080G;59;AY;AAZ
2376;KRN355614223C1E;;CZ;CCZ
0305;DW1590016052011;;N/A;CCZ
0412;CODD111501000;;N/A;CCZ
2376;HW057610006063G;04;AZ;AAZ
0613;S400H006020Q;00;AZ;AAZ
2316;HC0547150050050;09;N/A;CCZ
3100;HC0039150100040;08;AY;AAZ
0305;HC0039090070050;14;N/A;CCZ
0305;HC0038180180050;15;N/A;CCZ
0490;HC0149120060080;08;CZ;CCZ
0677;RTPVCU02001505;;N/A;CCZ
0828;CAPPH0251G;;N/A;CCZ
0410;RTPVCU03202405;;CZ;CCZ
0377;SRG025403180026;99;N/A;CCZ
3100;SS2350100CBPK;30;AX;AAX
0162;UP4301050038007;;N/A;CCZ
0713;FB0122040020B;00;N/A;CCZ
0305;HC0039100020020;08;N/A;CCZ
2316;FB0715090020BRE;04;N/A;CCZ
2316;RB402801400BA;;N/A;CCZ
0162;REW44041681142W;;N/A;CCZ
0490;GST5080056;00;N/A;CCZ
0446;WFB00380300003;12;BZ;CCZ
0490;SDD110030C195GD;40;AX;AAY
0376;HC0547100050063;08;N/A;CCZ
0490;RB402102400B;;CZ;CCZ
0316;KRN025003216MOE;;N/A;CCZ
0860;SS3550120CB;60;AY;AAY
0305;HW0576070040063;06;N/A;CCZ
0305;TEANISA0350151;;N/A;CCZ
3100;SS2350120CB;29;AX;AAY
0305;HC0547140060060;05;N/A;CCZ
0377;HC0547120060063;04;N/A;CCZ
0305;MPF85320;;N/A;CCZ
0490;GST1016029;06;CZ;CCZ
3100;SS2350050CBPK;50;AX;AAY
0490;SS2350060Z03;39;CZ;CCZ
0490;SS2350050C6B;15;N/A;CCZ
2316;RB722814000001;;N/A;CCZ
0305;HC0039090070030;00;N/A;CCZ
0305;HC0149120040040;09;N/A;CCZ
0582;XHDM0009339;;CZ;CCZ
2316;HW0549060040040;13;N/A;CCZ
0305;GST0603023PQ01;06;N/A;CCZ
0376;HW0576050050071;07;N/A;CCZ
0305;HC05470800604EU;99;N/A;CCZ
0631;SS35M060M4BPK5T;24;DZ;CCZ
0853;HC0039060020030;59;CZ;CCZ
2316;EN01800025041;;N/A;CCZ
3100;SS2350500Q;99;CZ;CCZ
3100;HC0039080060030;05;CY;BBZ
0620;WNPPR0907F;;CZ;CCZ
0701;TEWPE12252G;;CZ;CCZ
0305;DW3430016035502;;N/A;CCZ
0641;HC0149080060050;05;N/A;CCZ
0305;HC0547090050030;14;N/A;CCZ
0305;HW057605003036G;09;N/A;CCZ
0490;XBEX97003355;;CZ;CCZ
0305;HW0576150100050;06;N/A;CCZ
3100;HW057615010063G;11;BZ;BAZ
0835;KRN273017516MOE;;N/A;CCZ
2316;HC0039040040050;05;N/A;CCZ
0376;HC0547160160040;00;N/A;CCZ
0487;KRN088925013CRE;;N/A;CCZ
0305;HC00390350353GV;99;N/A;CCZ
2316;DW13970280520CH;;N/A;CCZ
0490;SS235007015B;30;CZ;CCZ
2316;BEW304L0320403;;N/A;CCZ
0713;FB0122016012B;00;N/A;CCZ
0400;HC0149080080080;07;N/A;CCZ
0305;HW0576180180063;04;N/A;CCZ
2316;EN43750549;;N/A;CCZ
0713;FB4571080015;;N/A;CCZ
0377;HC0547120060060;99;N/A;CCZ
0377;MPF32311;;N/A;CCZ
0410;GST133008002;06;BZ;AAZ
0490;SPA38003815B;24;N/A;CCZ
0490;SD3550150CB;24;N/A;CCZ
3100;HC0547160080060;15;BX;BBY
2316;KRN026902313CR1;;N/A;CCZ
0376;HW0576200150125;99;N/A;CCZ
0550;SS35M0080CBPK;59;CZ;CCZ
0490;WI4301100B;;N/A;CCZ
0305;ADSATH0150153;;N/A;CCZ
0490;SS35M010015BPKD;24;CZ;CCZ
0490;HC0547200200080;05;CZ;BAZ
0410;KRA50800953X421;;N/A;CCZ
0305;PRN0490010EC;;N/A;CCZ
0853;KRN048305610CR1;;N/A;CCZ
0162;RB440401400BGPO;;N/A;CCZ
0490;HC0149080080050;12;CZ;CCZ
0305;MPF81237FPM;;N/A;CCZ
0305;HC0547150100030;99;N/A;CCZ
3100;SS2350100B;90;BZ;CCZ
2316;HC0038120060063;11;N/A;CCZ
0441;FZBPM800256500;55;CZ;CCZ
0701;TEWPE11100634G;;CZ;CCZ
0316;KRN051012516MOE;;N/A;CCZ
0713;HC0149160080030;09;N/A;CCZ
2316;PRN0420030EN;;N/A;CCZ
0842;KRN101604516MOE;;N/A;CCZ
2316;HC0547080080063;15;N/A;CCZ
2316;HC0547060040030;11;N/A;CCZ
0641;HC0149080040050;12;N/A;CCZ
0163;RB614N0180DW;;AZ;AAZ
2376;DW1270008835502;;AY;AAY
0305;KON026902500;06;N/A;CCZ
0376;HC0547350350100;07;N/A;CCZ
0490;COS35M00401500;59;N/A;CCZ
0441;FZBPB308317600;50;BY;CCZ
0305;GSKBYFC00500402;;N/A;CCZ
0305;HC003912004030V;07;N/A;CCZ
2316;FB1191130030;;N/A;CCZ
2316;HC0547120120056;11;N/A;CCZ
0305;HW0039200200100;09;N/A;CCZ
3110;FB2312260070;;AY;BAZ
0701;TEWPE11803C;;N/A;CCZ
0490;COS23500601250P;92;BZ;CCZ
0490;SDC01299C25GD;;CZ;CCZ
0631;KRN044510016MOE;;N/A;CCZ
0830;SB0718040B;;CZ;CCZ
0631;SS3550150M4B;59;CZ;CCZ
0305;GSKLX070;;N/A;CCZ
0377;HW0576350250125;13;N/A;CCZ
3100;SS2350100BBPK;96;AY;BBZ
0625;SS355010015B;80;CZ;CCZ
0162;BEW4307406030N;;N/A;CCZ
0480;KRN127020016MOE;;N/A;CCZ
0490;FB0553055006;;CZ;CCZ
0305;TEWCS026032;;N/A;CCZ
0713;S105000200M13;;N/A;CCZ
2316;HC0149150100030;04;N/A;CCZ
0377;DW4190020035501;;N/A;CCZ
0376;SRG025406030036;06;N/A;CCZ
0377;HC0547120080100;06;N/A;CCZ
0305;HC0547090050040;99;N/A;CCZ
0400;RB012203200B;;N/A;CCZ
2316;EN02800025041;;N/A;CCZ
0305;BETBBK0156;;N/A;CCZ
2641;HW057605005050G;59;AZ;BAZ
2641;KRN133012513CRE;;N/A;CCZ
0490;SS42M0100CBPK;99;BZ;CCZ
2316;AUSE07005040;06;N/A;CCZ
0490;KRN021302616MOE;;N/A;CCZ
0490;SS35M0250CBQ;92;CZ;CBZ
2316;HC0547220120080;14;N/A;CCZ
0376;HC0547160090040;10;N/A;CCZ
0835;SS2350030M4B;49;AZ;BBZ
0641;HW0576140070100;11;N/A;CCZ
0162;EN27300127071A5;;N/A;CCZ
0713;HW0576080080045;05;N/A;CCZ
2316;EN13970040071;;N/A;CCZ
0162;RB411216000RSH;;N/A;CCZ
0163;RB70750550D;;CZ;CCZ
0376;HC0547120100060;59;N/A;CCZ
0305;KON025BK;06;N/A;CCZ
3100;SS2352000Q;40;CZ;CCZ
0305;HC0149160090040;08;N/A;CCZ
0305;HW0576260180080;99;N/A;CCZ
2316;GST076103605;00;N/A;CCZ
0853;SS35M0040CBPK;89;AX;BAY
0377;EN16830034041A;;N/A;CCZ
2316;HC0149040040040;07;N/A;CCZ
0490;SCUT2020015B;15;CZ;CCZ
3100;FB0122070020B;03;CZ;CBZ
0305;HW0576150100125;15;N/A;CCZ
2641;KRN021305613CRE;;N/A;CCZ
0520;HC0547040030025;05;DZ;CCZ
0713;TEW457116830;;N/A;CCZ
0582;SS3550600Q;91;CZ;CCZ
3100;WFB00380140007;24;AY;AAY
0490;FB430508010B;;N/A;CCZ
0713;ADPPH02501522G;;N/A;CCZ
0305;HW0039260180142;00;N/A;CCZ
2316;HC0149080020020;13;N/A;CCZ
2760;RB430100800B6;;AX;AAX
0376;BEW254035560805;;N/A;CCZ
0162;RT4404030003005;;N/A;CCZ
0305;HC0039120080080;06;N/A;CCZ
0400;S500500150C45;;N/A;CCZ
0490;SDD110080B;10;CZ;CCZ
0410;KRN033702610CRE;;N/A;CCZ
0305;DW2445011035502;;N/A;CCZ
0305;GST026902001;08;N/A;CCZ
0305;HC0039120080080;08;N/A;CCZ
0376;HC0149060060030;00;N/A;CCZ
0860;SS2350080AB;40;AY;BCY
0162;WLI316L065P;;N/A;CCZ
0305;GST042404005;00;N/A;CCZ
0490;HC0039080080080;09;CZ;CCZ
2316;HC0149300100050;08;N/A;CCZ
2316;HW057622012010W;05;CZ;CCZ
0376;HW0039060040032;12;N/A;CCZ
0441;FZBPM8090013600;45;CZ;CCZ
0162;FB4404120010;;N/A;CCZ
0376;HC0547100080060;04;N/A;CCZ
0305;PCOS23512516;;N/A;CCZ
0582;X120100180C0030;;CZ;CCZ
0713;HW0576100100071;99;N/A;CCZ
0701;PCL43010424;;N/A;CCZ
2316;KRA47105432;;N/A;CCZ
0631;US3NIMOCR300LOC;;AZ;AAZ
0581;XHDM0004592;;N/A;CCZ
0162;RB430105000B6;;CZ;CCZ
0835;KRN177811013CRE;;N/A;CCZ
0305;HW0576080080088;04;N/A;CCZ
0550;RB430101200BK6;;AY;AAY
0376;HC0149140140060;06;N/A;CCZ
0460;HC0149120120060;11;CZ;CCZ
0701;TEWPPR075907F;;CZ;CCZ
0490;SS35M012010B;20;CZ;CCZ
0305;HW0039260260071;05;N/A;CCZ
2316;EN03340063506A6;;N/A;CCZ
0487;KRN088916013CRE;;N/A;CCZ
0625;KRN082517513CRE;;N/A;CCZ
2316;DW33000360520CH;;N/A;CCZ
0713;BEKG20015;;N/A;CCZ
2316;DW10800045355;;N/A;CCZ
0305;HC003906004025V;10;N/A;CCZ
0853;SS70M0040BB;25;N/A;CCZ
0162;RE4436065321;;N/A;CCZ
0830;SOPVCU0201G;;CZ;CCZ
0853;SS355035015Q;60;AY;BCZ
0480;SB60820300PE;;CZ;BCZ
2760;RT440408500200M;;BZ;AAZ
0490;SDD110030ABPK;40;BX;BBY
0411;KRN021306313CRE;;N/A;CCZ
0701;REPVCU0500321C;;N/A;CCZ
0305;MPC22321;;N/A;CCZ
0490;SQ38T003015BPK;12;N/A;CCZ
0490;HC0149110110050;59;CZ;CCZ
0490;GST1210050;12;CZ;CCZ
0518;SC004A3000500S;;AZ;CCZ
2316;RB056902998B;;N/A;CCZ
0305;HC0547180180160;05;N/A;CCZ
0400;RTPPF06303005;;N/A;CCZ
0520;SD2400120BBPK;29;BY;BBY
0490;SC45004010B;24;CZ;CCZ
2316;HC0149180080040;08;N/A;CCZ
0701;UNNPVCU020C;;N/A;CCZ
2376;KRA06030391GRB7;;N/A;CBZ
0400;FWNCS027300641;;N/A;CCZ
0377;HW0576100060088;04;N/A;CCZ
0853;KRN025005010CRE;;N/A;CCZ
0490;KRN030004016MOE;;N/A;CCZ
0305;HC0149180060040;00;N/A;CCZ
